transaction_id,account_id,transaction_date,amount,transaction_type
1300,915,2025-06-21,13136.92,Withdrawal
1301,612,2025-11-11,15605.72,Withdrawal
1302,696,2025-09-21,43809.03,Deposit
1303,700,2026-02-20,38406.25,Withdrawal
1304,139,2025-12-26,20873.98,Deposit
1305,309,2025-06-20,15319.31,Withdrawal
1306,581,2026-03-15,46363.22,Withdrawal
1307,559,2025-10-27,9250.27,Withdrawal
1308,99,2025-10-10,7016.63,Withdrawal
1309,711,2025-10-27,15731.7,Withdrawal
1310,480,2025-08-19,17774.27,Withdrawal
1311,431,2025-11-07,48076.2,Withdrawal
1312,29,2025-09-30,45636.66,Deposit
1313,981,2026-02-13,38361.81,Deposit
1314,774,2025-04-06,7115.22,Withdrawal
1315,806,2025-04-05,12208.02,Withdrawal
1316,131,2025-03-27,31082.4,Withdrawal
1317,55,2025-09-12,37791.23,Withdrawal
1318,129,2025-07-03,20206.81,Deposit
1319,474,2025-05-09,40393.3,Withdrawal
1320,860,2025-05-01,2811.88,Deposit
1321,277,2026-02-13,41511.73,Deposit
1322,342,2025-03-21,29757.55,Withdrawal
1323,580,2025-11-20,24125.25,Withdrawal
1324,886,2026-01-03,3137.15,Deposit
1325,719,2026-02-04,10332.72,Deposit
1326,576,2026-01-24,37047.16,Withdrawal
1327,140,2025-07-01,11254.82,Deposit
1328,309,2025-07-09,31449.15,Deposit
1329,825,2025-11-14,24299.26,Deposit
1330,118,2026-03-09,3450.39,Deposit
1331,619,2025-12-07,44006.96,Deposit
1332,254,2025-06-28,10294.25,Withdrawal
1333,26,2025-10-21,41653.05,Withdrawal
1334,401,2025-10-08,2877.09,Deposit
1335,308,2026-03-04,20287.41,Deposit
1336,840,2025-10-06,11822.9,Withdrawal
1337,842,2025-08-04,30676.73,Withdrawal
1338,880,2025-04-21,32942.15,Deposit
1339,443,2025-09-18,7397.69,Deposit
1340,190,2025-09-08,7170.14,Deposit
1341,175,2026-01-28,25624.6,Deposit
1342,488,2026-03-02,24075.28,Withdrawal
1343,684,2025-09-19,5090.98,Withdrawal
1344,377,2025-08-28,33418.21,Withdrawal
1345,396,2025-09-21,34912.87,Deposit
1346,476,2025-03-24,20903.13,Withdrawal
1347,152,2025-08-23,1495.74,Withdrawal
1348,124,2025-04-14,28254.03,Deposit
1349,595,2026-01-06,15207.8,Withdrawal
1350,44,2025-12-03,45414.61,Withdrawal
1351,986,2025-11-22,7051.25,Withdrawal
1352,284,2025-10-19,555.09,Deposit
1353,367,2025-07-26,25081.86,Deposit
1354,358,2026-02-17,45137.27,Withdrawal
1355,526,2025-04-14,3232.01,Deposit
1356,361,2025-04-30,32831.08,Withdrawal
1357,471,2026-01-20,35787.6,Deposit
1358,286,2026-01-14,39269.55,Withdrawal
1359,946,2025-08-08,19757.04,Withdrawal
1360,386,2025-07-06,48131.49,Deposit
1361,590,2025-04-24,35454.16,Withdrawal
1362,133,2025-10-15,34918.66,Withdrawal
1363,599,2026-02-24,30912.0,Withdrawal
1364,70,2026-01-02,2341.96,Deposit
1365,238,2025-12-06,4917.37,Deposit
1366,512,2025-07-07,46718.27,Withdrawal
1367,332,2025-04-15,38019.47,Deposit
1368,108,2025-03-28,44999.74,Deposit
1369,746,2025-04-22,44634.4,Withdrawal
1370,945,2025-05-20,3312.06,Withdrawal
1371,118,2025-05-05,1967.17,Deposit
1372,453,2026-01-30,38191.26,Deposit
1373,946,2025-03-15,8785.96,Deposit
1374,716,2025-11-30,22530.53,Deposit
1375,653,2025-05-19,28731.61,Deposit
1376,201,2025-11-25,12699.5,Withdrawal
1377,696,2025-03-15,14375.86,Deposit
1378,760,2025-08-19,8188.27,Deposit
1379,89,2025-07-27,29147.19,Deposit
1380,209,2025-08-02,1758.64,Deposit
1381,915,2025-07-02,361.29,Withdrawal
1382,582,2025-06-14,27374.38,Deposit
1383,349,2025-03-22,9346.69,Withdrawal
1384,195,2025-11-25,41636.91,Withdrawal
1385,513,2025-09-07,17670.09,Deposit
1386,821,2025-04-14,3451.02,Withdrawal
1387,641,2025-06-08,18868.3,Deposit
1388,583,2025-06-05,3999.38,Withdrawal
1389,104,2025-05-16,5984.58,Deposit
1390,53,2026-01-17,30114.33,Withdrawal
1391,24,2025-06-13,11278.66,Withdrawal
1392,945,2025-11-16,41424.61,Withdrawal
1393,721,2025-10-21,17959.47,Deposit
1394,992,2025-05-30,14474.64,Deposit
1395,874,2025-06-07,25936.21,Withdrawal
1396,409,2025-06-21,30970.38,Deposit
1397,597,2025-11-30,23601.84,Withdrawal
1398,669,2025-11-21,1595.9,Withdrawal
1399,432,2025-06-22,13117.97,Withdrawal
1400,910,2025-09-17,38260.32,Deposit
1401,210,2026-03-11,27399.66,Withdrawal
1402,947,2025-08-27,37891.5,Deposit
1403,242,2025-12-05,24728.4,Deposit
1404,355,2025-11-06,49054.7,Withdrawal
1405,613,2025-06-01,36990.54,Deposit
1406,909,2025-11-09,27616.12,Deposit
1407,278,2026-01-06,36194.16,Deposit
1408,37,2026-01-21,24880.18,Deposit
1409,666,2025-04-09,17577.86,Withdrawal
1410,311,2025-09-17,39098.94,Deposit
1411,22,2026-01-26,46569.2,Deposit
1412,793,2026-02-17,39112.95,Deposit
1413,548,2025-07-28,30446.13,Withdrawal
1414,699,2026-02-05,34211.39,Deposit
1415,566,2025-05-21,24160.45,Withdrawal
1416,785,2025-11-26,18923.67,Deposit
1417,441,2025-07-30,35096.76,Deposit
1418,119,2026-02-11,21953.85,Withdrawal
1419,361,2025-03-23,9762.92,Withdrawal
1420,941,2025-12-11,2990.33,Deposit
1421,95,2026-03-06,29472.01,Deposit
1422,423,2025-03-22,37399.04,Deposit
1423,822,2026-02-05,843.44,Deposit
1424,833,2026-03-15,2938.49,Deposit
1425,130,2025-08-27,21983.94,Withdrawal
1426,45,2026-01-11,15774.88,Deposit
1427,300,2026-01-31,6572.84,Withdrawal
1428,491,2026-01-21,32913.38,Deposit
1429,79,2026-01-25,12584.92,Deposit
1430,507,2025-11-18,35292.23,Withdrawal
1431,920,2026-02-21,45763.53,Deposit
1432,455,2025-10-18,35685.38,Withdrawal
1433,799,2025-10-25,27615.15,Deposit
1434,540,2025-08-02,44659.63,Withdrawal
1435,715,2025-04-08,27116.82,Deposit
1436,56,2026-02-19,17397.11,Withdrawal
1437,723,2025-08-06,47533.12,Withdrawal
1438,287,2025-06-22,4014.46,Deposit
1439,862,2025-09-09,48799.33,Deposit
1440,313,2025-12-22,37121.24,Deposit
1441,126,2025-10-21,18682.26,Deposit
1442,37,2025-12-13,48897.69,Withdrawal
1443,666,2026-01-04,38233.18,Deposit
1444,22,2026-02-25,24995.48,Deposit
1445,277,2025-03-21,13970.57,Withdrawal
1446,308,2025-08-11,41376.22,Deposit
1447,62,2025-10-30,14026.71,Withdrawal
1448,508,2025-08-07,1040.54,Withdrawal
1449,394,2026-02-05,22256.58,Deposit
1450,211,2025-07-25,19028.42,Withdrawal
1451,546,2025-06-03,2707.76,Withdrawal
1452,33,2026-03-13,27123.3,Withdrawal
1453,960,2025-08-23,1397.01,Withdrawal
1454,945,2025-04-24,41425.06,Withdrawal
1455,830,2025-11-10,37690.59,Deposit
1456,776,2025-08-21,1464.52,Withdrawal
1457,887,2025-09-04,21434.7,Deposit
1458,827,2025-05-04,5549.59,Withdrawal
1459,976,2025-12-16,36092.72,Withdrawal
1460,880,2025-09-01,49545.47,Withdrawal
1461,435,2025-07-26,28672.87,Withdrawal
1462,167,2025-04-23,48019.22,Withdrawal
1463,764,2025-09-25,49631.39,Deposit
1464,136,2025-04-23,45394.86,Withdrawal
1465,819,2025-10-16,34161.68,Withdrawal
1466,88,2026-02-21,49940.42,Withdrawal
1467,346,2025-07-21,28597.02,Deposit
1468,631,2025-12-07,13786.07,Withdrawal
1469,676,2025-06-09,12600.61,Deposit
1470,128,2025-08-21,15414.07,Withdrawal
1471,857,2025-04-22,13299.43,Deposit
1472,455,2025-11-08,23189.94,Withdrawal
1473,10,2025-11-08,23375.33,Withdrawal
1474,492,2025-11-15,31923.38,Deposit
1475,419,2026-02-07,3023.38,Deposit
1476,284,2025-04-26,44862.51,Withdrawal
1477,977,2025-09-07,3295.77,Deposit
1478,265,2025-08-30,38322.24,Withdrawal
1479,266,2026-02-16,43465.86,Deposit
1480,233,2026-03-08,31553.88,Deposit
1481,893,2025-04-24,30935.67,Deposit
1482,239,2025-06-11,5810.88,Deposit
1483,189,2025-05-30,34253.63,Withdrawal
1484,594,2025-12-30,15934.99,Deposit
1485,63,2025-05-07,47590.02,Withdrawal
1486,999,2026-02-12,12946.51,Withdrawal
1487,554,2025-03-18,35944.13,Deposit
1488,359,2025-08-14,5547.26,Withdrawal
1489,116,2025-07-11,25600.67,Deposit
1490,209,2025-09-23,16356.87,Withdrawal
1491,850,2025-09-28,41152.38,Withdrawal
1492,74,2025-05-18,32130.16,Withdrawal
1493,147,2025-07-25,1332.26,Withdrawal
1494,344,2025-10-03,48757.43,Withdrawal
1495,482,2026-01-14,47129.73,Withdrawal
1496,637,2025-05-23,1654.75,Withdrawal
1497,46,2025-08-13,14614.54,Deposit
1498,934,2025-10-30,29602.25,Deposit
1499,624,2025-04-17,10652.83,Withdrawal
1500,524,2025-10-06,35816.82,Withdrawal
1501,963,2025-10-01,10821.95,Deposit
1502,673,2025-05-24,36340.36,Withdrawal
1503,781,2025-08-08,49891.26,Deposit
1504,979,2025-08-29,3957.84,Deposit
1505,579,2025-07-24,25224.44,Withdrawal
1506,552,2026-03-09,36678.98,Deposit
1507,622,2025-10-18,23669.23,Withdrawal
1508,325,2026-01-15,13532.22,Withdrawal
1509,933,2026-03-07,12277.05,Deposit
1510,819,2025-05-27,38405.41,Withdrawal
1511,237,2025-07-05,22845.48,Deposit
1512,710,2025-03-16,12128.22,Withdrawal
1513,371,2025-09-08,4076.53,Deposit
1514,937,2025-08-09,18178.62,Withdrawal
1515,620,2025-07-01,11594.46,Withdrawal
1516,236,2025-07-28,28510.18,Deposit
1517,948,2025-04-24,26927.03,Withdrawal
1518,691,2025-06-10,29279.29,Deposit
1519,621,2025-11-28,13087.92,Withdrawal
1520,350,2025-10-12,15760.83,Deposit
1521,419,2025-11-04,21109.03,Deposit
1522,590,2025-05-11,24760.59,Deposit
1523,922,2025-04-07,9077.79,Withdrawal
1524,16,2026-01-07,8421.87,Withdrawal
1525,270,2025-05-05,38298.93,Withdrawal
1526,761,2025-07-16,5139.67,Deposit
1527,854,2025-10-26,21627.85,Deposit
1528,75,2025-04-19,6705.65,Withdrawal
1529,926,2025-05-09,21175.7,Deposit
1530,412,2026-01-13,34876.74,Deposit
1531,730,2025-05-19,14740.26,Withdrawal
1532,919,2025-11-29,41253.31,Withdrawal
1533,606,2025-06-23,30477.0,Deposit
1534,740,2025-10-08,2357.36,Withdrawal
1535,973,2025-05-03,22499.88,Withdrawal
1536,646,2025-05-15,22542.71,Withdrawal
1537,297,2026-02-27,37907.24,Deposit
1538,752,2026-01-03,9254.19,Deposit
1539,156,2025-05-23,44790.4,Withdrawal
1540,691,2025-11-17,32505.3,Withdrawal
1541,329,2026-01-18,21985.49,Withdrawal
1542,968,2025-12-21,38673.02,Deposit
1543,305,2025-10-12,24715.34,Deposit
1544,578,2026-03-05,25932.11,Withdrawal
1545,293,2025-11-21,16207.72,Withdrawal
1546,776,2025-04-02,9002.95,Deposit
1547,43,2025-09-17,40717.96,Deposit
1548,441,2025-08-03,26004.84,Withdrawal
1549,102,2025-12-11,17432.55,Deposit
1550,122,2025-06-29,14463.37,Withdrawal
1551,450,2025-10-23,11259.3,Deposit
1552,296,2025-04-21,46966.32,Withdrawal
1553,621,2025-10-31,37698.09,Deposit
1554,683,2025-06-11,14003.57,Deposit
1555,212,2025-07-09,27652.96,Deposit
1556,29,2026-02-20,29959.74,Deposit
1557,983,2026-01-26,44543.16,Deposit
1558,7,2025-04-06,24469.46,Deposit
1559,379,2025-07-30,10236.73,Withdrawal
1560,750,2026-03-09,22296.75,Deposit
1561,851,2025-12-15,22747.08,Deposit
1562,734,2025-04-25,35345.48,Deposit
1563,456,2025-08-09,44455.1,Withdrawal
1564,270,2025-12-08,4434.51,Deposit
1565,286,2025-03-20,36608.52,Deposit
1566,992,2025-10-04,17750.69,Deposit
1567,763,2025-11-10,39686.68,Deposit
1568,335,2025-11-09,7920.69,Withdrawal
1569,283,2025-10-14,22727.86,Deposit
1570,724,2026-01-09,34428.08,Deposit
1571,444,2025-12-29,5111.9,Withdrawal
1572,195,2025-07-06,42087.41,Deposit
1573,972,2025-11-09,31761.41,Deposit
1574,252,2026-02-16,6930.05,Withdrawal
1575,894,2026-01-25,47163.8,Deposit
1576,272,2025-04-24,23558.76,Withdrawal
1577,834,2025-09-29,9436.53,Withdrawal
1578,290,2025-05-18,6676.42,Deposit
1579,974,2026-02-06,25863.68,Deposit
1580,4,2026-01-06,21772.51,Withdrawal
1581,572,2025-04-09,30599.74,Deposit
1582,40,2025-07-07,20966.15,Withdrawal
1583,629,2025-10-01,19076.48,Deposit
1584,654,2025-08-13,17500.32,Deposit
1585,899,2026-02-06,15075.02,Deposit
1586,897,2025-03-29,14676.58,Withdrawal
1587,502,2025-03-24,39857.63,Withdrawal
1588,613,2026-01-12,17920.68,Withdrawal
1589,303,2025-07-01,4917.01,Deposit
1590,987,2025-10-09,44056.67,Withdrawal
1591,430,2025-03-29,48471.17,Withdrawal
1592,254,2025-10-09,33154.67,Deposit
1593,181,2025-04-15,23290.32,Withdrawal
1594,677,2025-11-02,5765.46,Withdrawal
1595,722,2026-03-12,6490.09,Withdrawal
1596,861,2025-08-08,40255.59,Withdrawal
1597,616,2026-01-19,20658.95,Deposit
1598,30,2026-02-20,14617.42,Deposit
1599,912,2025-04-22,42564.32,Withdrawal
1600,63,2025-09-10,28156.64,Withdrawal
1601,268,2025-10-25,33781.95,Withdrawal
1602,401,2026-01-14,40470.62,Withdrawal
1603,409,2025-05-07,13108.9,Deposit
1604,275,2025-09-20,24326.72,Deposit
1605,348,2025-09-10,31849.68,Deposit
1606,316,2025-09-11,22437.05,Deposit
1607,587,2025-12-02,43793.54,Deposit
1608,799,2025-07-26,31301.8,Withdrawal
1609,133,2025-06-23,30287.56,Deposit
1610,974,2025-08-24,36139.21,Withdrawal
1611,93,2025-07-21,39043.63,Withdrawal
1612,935,2025-04-13,17699.76,Deposit
1613,671,2026-01-04,2555.84,Deposit
1614,371,2025-08-21,26820.09,Deposit
1615,859,2026-01-02,26831.37,Deposit
1616,298,2025-11-12,40084.14,Withdrawal
1617,340,2026-01-11,20728.42,Deposit
1618,963,2025-05-20,780.68,Deposit
1619,774,2025-10-06,47023.72,Deposit
1620,514,2025-11-17,19957.08,Withdrawal
1621,44,2026-02-26,7931.58,Withdrawal
1622,25,2026-01-24,11577.26,Deposit
1623,35,2026-03-01,13695.67,Deposit
1624,833,2025-05-16,39224.28,Withdrawal
1625,135,2026-03-02,40932.96,Withdrawal
1626,883,2025-08-30,4337.34,Deposit
1627,517,2025-09-08,36133.43,Withdrawal
1628,21,2025-08-30,835.62,Deposit
1629,98,2026-03-06,36820.08,Withdrawal
1630,199,2026-02-10,41590.44,Withdrawal
1631,804,2025-05-18,16253.96,Deposit
1632,310,2026-01-01,13775.08,Deposit
1633,103,2025-12-28,13287.07,Withdrawal
1634,386,2025-09-07,14632.81,Deposit
1635,228,2025-07-05,48347.63,Withdrawal
1636,495,2025-03-23,14292.71,Deposit
1637,392,2025-04-07,958.91,Withdrawal
1638,746,2025-10-01,19742.89,Withdrawal
1639,782,2025-11-01,27374.41,Deposit
1640,464,2026-01-10,11280.64,Deposit
1641,407,2025-04-26,38583.17,Withdrawal
1642,379,2025-04-11,23892.64,Deposit
1643,659,2025-06-26,15599.43,Deposit
1644,830,2025-08-29,31532.7,Deposit
1645,98,2025-07-05,28088.18,Deposit
1646,886,2025-06-23,47110.45,Deposit
1647,86,2025-10-10,7152.4,Withdrawal
1648,536,2026-01-23,36179.32,Deposit
1649,61,2025-05-25,38393.68,Withdrawal
1650,422,2025-11-12,15641.6,Withdrawal
1651,855,2025-09-21,7615.54,Withdrawal
1652,706,2026-03-09,28309.09,Withdrawal
1653,893,2026-03-01,378.03,Deposit
1654,774,2025-05-30,28164.23,Withdrawal
1655,559,2025-06-11,25040.79,Deposit
1656,330,2025-05-01,23122.46,Withdrawal
1657,527,2025-09-15,27784.88,Deposit
1658,944,2025-06-27,5341.69,Deposit
1659,385,2026-03-07,6451.4,Deposit
1660,166,2025-09-10,26044.96,Deposit
1661,171,2025-09-16,9948.64,Deposit
1662,40,2025-05-18,44286.59,Withdrawal
1663,175,2025-06-24,31345.63,Withdrawal
1664,144,2025-06-07,37474.77,Withdrawal
1665,409,2025-07-06,562.0,Deposit
1666,446,2025-10-22,49787.64,Withdrawal
1667,536,2026-03-13,16187.07,Withdrawal
1668,578,2025-04-15,32546.01,Deposit
1669,298,2026-03-08,26210.24,Deposit
1670,823,2025-04-16,30738.59,Withdrawal
1671,532,2025-05-17,30265.44,Withdrawal
1672,474,2025-06-07,10609.79,Withdrawal
1673,950,2025-06-21,37363.54,Deposit
1674,169,2025-06-26,26266.48,Withdrawal
1675,11,2026-02-15,15952.63,Deposit
1676,154,2025-12-21,23577.62,Deposit
1677,320,2025-09-30,35103.09,Deposit
1678,711,2025-03-28,4783.01,Withdrawal
1679,339,2025-09-02,4826.26,Withdrawal
1680,609,2025-10-24,7907.01,Withdrawal
1681,652,2025-10-11,28001.89,Deposit
1682,354,2025-06-20,31478.21,Deposit
1683,282,2026-01-04,14280.96,Withdrawal
1684,599,2025-07-30,36493.22,Withdrawal
1685,640,2025-10-19,38372.74,Withdrawal
1686,575,2026-01-18,27096.75,Deposit
1687,80,2025-11-20,29672.69,Deposit
1688,749,2025-06-25,10900.43,Deposit
1689,270,2025-05-27,28226.62,Deposit
1690,817,2025-06-14,26163.66,Withdrawal
1691,339,2025-04-18,28825.22,Withdrawal
1692,990,2025-11-21,40384.25,Withdrawal
1693,215,2025-07-05,8488.16,Deposit
1694,222,2025-11-02,4657.78,Deposit
1695,147,2025-12-12,8324.44,Deposit
1696,332,2026-01-04,3981.59,Deposit
1697,141,2025-12-10,25634.09,Withdrawal
1698,436,2025-11-29,33275.63,Withdrawal
1699,310,2025-10-13,25068.72,Deposit
1700,247,2026-03-13,28051.24,Withdrawal
1701,793,2025-05-31,19337.94,Withdrawal
1702,364,2026-02-10,15656.92,Withdrawal
1703,544,2025-08-28,4002.16,Deposit
1704,979,2026-01-08,8389.2,Withdrawal
1705,729,2025-10-15,7229.91,Withdrawal
1706,574,2025-10-22,22138.18,Withdrawal
1707,702,2025-12-17,6099.97,Withdrawal
1708,668,2025-12-04,17474.21,Deposit
1709,887,2025-10-07,18347.79,Withdrawal
1710,790,2025-05-12,33534.95,Withdrawal
1711,219,2025-08-17,30887.01,Deposit
1712,392,2025-06-23,18772.87,Deposit
1713,201,2026-01-01,22159.82,Deposit
1714,6,2025-04-01,29350.8,Withdrawal
1715,97,2025-10-04,45560.93,Withdrawal
1716,515,2025-11-22,46086.04,Withdrawal
1717,35,2025-11-23,32396.18,Withdrawal
1718,408,2025-07-27,2291.48,Withdrawal
1719,281,2025-05-24,31300.99,Deposit
1720,884,2026-03-02,35929.67,Withdrawal
1721,623,2025-10-19,31648.78,Withdrawal
1722,178,2025-11-25,23725.08,Deposit
1723,40,2025-07-29,18539.74,Deposit
1724,723,2025-11-03,36836.19,Deposit
1725,85,2025-11-08,21036.67,Deposit
1726,58,2025-12-04,22224.56,Deposit
1727,322,2025-11-13,4964.03,Withdrawal
1728,874,2026-02-14,9789.7,Deposit
1729,341,2025-06-27,41879.95,Withdrawal
1730,920,2025-11-26,35494.52,Withdrawal
1731,529,2025-11-05,807.14,Withdrawal
1732,427,2025-08-11,41902.06,Deposit
1733,67,2025-12-16,9727.7,Deposit
1734,747,2025-10-27,13405.13,Deposit
1735,455,2025-05-02,2320.97,Deposit
1736,706,2025-05-26,25322.74,Deposit
1737,651,2025-11-28,37366.74,Deposit
1738,319,2025-10-09,13760.78,Withdrawal
1739,121,2025-06-06,17138.48,Deposit
1740,580,2025-06-27,46520.62,Deposit
1741,120,2025-03-24,45908.75,Deposit
1742,748,2025-10-23,4412.24,Withdrawal
1743,606,2025-10-11,31368.58,Deposit
1744,786,2025-06-09,8549.86,Deposit
1745,223,2025-06-26,31933.49,Withdrawal
1746,84,2025-12-13,43872.2,Deposit
1747,316,2025-12-11,41881.69,Deposit
1748,766,2025-10-02,37816.04,Deposit
1749,318,2025-11-26,2761.43,Withdrawal
1750,183,2025-10-06,14020.27,Withdrawal
1751,424,2025-06-15,11375.42,Deposit
1752,280,2026-03-13,44190.07,Deposit
1753,303,2025-03-16,13041.77,Withdrawal
1754,271,2025-10-13,4711.36,Withdrawal
1755,593,2026-03-11,18244.3,Withdrawal
1756,850,2025-09-26,31588.22,Deposit
1757,38,2025-07-27,47488.29,Withdrawal
1758,160,2026-02-25,26943.64,Deposit
1759,720,2026-01-10,21749.28,Withdrawal
1760,213,2025-08-24,17174.84,Withdrawal
1761,93,2025-08-02,25712.3,Deposit
1762,265,2025-09-11,10990.92,Withdrawal
1763,33,2025-10-13,46103.78,Deposit
1764,487,2025-11-07,7076.78,Withdrawal
1765,382,2026-01-18,28232.09,Deposit
1766,331,2025-12-28,35094.29,Withdrawal
1767,891,2026-02-04,45061.1,Deposit
1768,432,2025-09-20,23827.25,Withdrawal
1769,664,2026-01-14,45158.7,Deposit
1770,936,2026-02-13,17964.43,Deposit
1771,479,2025-08-13,27384.23,Deposit
1772,450,2025-04-22,40480.14,Withdrawal
1773,608,2025-06-12,28840.66,Withdrawal
1774,749,2026-01-03,20026.74,Deposit
1775,259,2025-12-03,36196.29,Withdrawal
1776,495,2025-06-30,33959.94,Withdrawal
1777,42,2026-01-26,48541.21,Deposit
1778,782,2025-05-10,46744.25,Deposit
1779,432,2025-07-09,21352.12,Withdrawal
1780,977,2025-08-16,28916.65,Deposit
1781,168,2025-07-30,25659.0,Withdrawal
1782,908,2025-07-02,29882.87,Deposit
1783,975,2026-01-07,48624.14,Deposit
1784,134,2025-08-10,33203.98,Deposit
1785,994,2025-12-19,4610.89,Deposit
1786,821,2025-06-28,17370.51,Withdrawal
1787,170,2025-11-26,23083.33,Deposit
1788,206,2025-05-06,44159.44,Withdrawal
1789,315,2025-10-01,4110.73,Deposit
1790,879,2026-03-04,10245.77,Deposit
1791,742,2025-05-28,12312.15,Withdrawal
1792,6,2025-06-18,23919.47,Withdrawal
1793,103,2026-03-15,23592.95,Withdrawal
1794,716,2026-01-08,10703.34,Withdrawal
1795,685,2026-02-22,18876.95,Withdrawal
1796,724,2025-11-01,12212.83,Deposit
1797,397,2025-12-20,6512.27,Deposit
1798,410,2025-05-20,38685.7,Withdrawal
1799,840,2025-12-26,33770.01,Withdrawal
1800,612,2025-04-15,19753.13,Deposit
1801,356,2026-01-04,24466.64,Deposit
1802,228,2025-07-09,44290.85,Deposit
1803,787,2025-11-12,11834.36,Withdrawal
1804,349,2025-12-12,25122.65,Deposit
1805,626,2025-06-19,29998.59,Withdrawal
1806,937,2026-02-24,3955.75,Deposit
1807,142,2025-10-28,25047.49,Deposit
1808,217,2025-10-07,15166.7,Deposit
1809,348,2025-04-13,19264.92,Deposit
1810,436,2025-03-19,7622.3,Withdrawal
1811,397,2025-06-05,33796.12,Withdrawal
1812,36,2025-08-30,13124.87,Withdrawal
1813,184,2025-06-15,8260.79,Deposit
1814,477,2025-09-22,40330.82,Withdrawal
1815,703,2025-04-24,36660.27,Withdrawal
1816,823,2025-09-25,40365.09,Deposit
1817,327,2025-04-28,6524.1,Withdrawal
1818,703,2025-09-22,22789.13,Withdrawal
1819,670,2025-09-17,48000.06,Withdrawal
1820,433,2026-02-07,38590.85,Withdrawal
1821,436,2025-09-05,13006.59,Deposit
1822,619,2025-07-20,40375.54,Withdrawal
1823,515,2025-10-09,18703.98,Withdrawal
1824,730,2025-04-26,16819.67,Withdrawal
1825,115,2025-09-09,39296.19,Withdrawal
1826,545,2025-05-08,38004.58,Deposit
1827,154,2025-10-19,447.14,Withdrawal
1828,203,2025-11-13,25793.32,Withdrawal
1829,446,2025-07-11,2522.33,Withdrawal
1830,41,2025-10-16,6165.42,Withdrawal
1831,472,2025-03-16,18418.5,Withdrawal
1832,259,2026-01-29,21342.56,Withdrawal
1833,786,2026-01-02,40976.55,Withdrawal
1834,184,2025-05-07,14732.66,Withdrawal
1835,18,2025-04-08,22393.83,Withdrawal
1836,652,2026-02-18,1877.19,Deposit
1837,366,2025-06-07,36622.03,Withdrawal
1838,255,2025-09-09,8844.16,Deposit
1839,130,2025-03-15,36366.69,Withdrawal
1840,442,2025-09-10,44646.56,Withdrawal
1841,996,2025-04-21,22955.74,Deposit
1842,941,2025-09-05,41296.01,Withdrawal
1843,42,2026-03-04,3919.15,Withdrawal
1844,40,2025-08-25,7422.85,Deposit
1845,392,2025-08-12,25680.35,Deposit
1846,346,2025-09-30,46379.28,Withdrawal
1847,433,2025-04-16,20096.91,Deposit
1848,974,2026-01-02,37363.67,Deposit
1849,857,2025-03-23,45626.1,Deposit
1850,813,2025-08-02,9663.02,Withdrawal
1851,311,2026-02-26,30817.52,Deposit
1852,711,2025-08-27,39967.81,Withdrawal
1853,588,2025-09-11,23698.63,Withdrawal
1854,282,2025-11-18,37368.8,Deposit
1855,284,2025-10-18,25128.0,Deposit
1856,620,2025-11-11,19993.66,Deposit
1857,695,2025-10-03,14317.13,Deposit
1858,417,2025-07-26,10436.1,Withdrawal
1859,673,2025-05-09,6575.37,Withdrawal
1860,474,2026-02-10,29994.06,Withdrawal
1861,100,2025-04-30,11144.05,Deposit
1862,727,2025-11-07,16297.98,Deposit
1863,627,2025-11-28,14462.78,Withdrawal
1864,603,2025-09-10,21096.16,Withdrawal
1865,555,2025-06-08,19513.07,Deposit
1866,352,2025-06-12,17095.74,Withdrawal
1867,843,2025-05-29,22274.71,Withdrawal
1868,875,2026-02-07,37154.3,Deposit
1869,546,2025-08-14,34916.5,Withdrawal
1870,262,2025-12-18,20206.62,Deposit
1871,647,2026-02-11,24378.27,Withdrawal
1872,86,2025-04-15,10456.8,Withdrawal
1873,312,2025-12-13,14661.97,Withdrawal
1874,463,2025-09-21,33757.62,Deposit
1875,160,2026-01-27,31280.65,Deposit
1876,640,2025-10-07,17646.16,Withdrawal
1877,426,2025-11-11,49791.71,Deposit
1878,770,2025-10-20,48670.52,Withdrawal
1879,241,2025-08-18,18826.69,Deposit
1880,388,2026-01-12,30395.37,Deposit
1881,100,2025-07-23,19847.91,Deposit
1882,114,2025-09-08,28580.18,Deposit
1883,886,2025-08-29,8039.96,Withdrawal
1884,564,2026-01-08,20484.96,Deposit
1885,429,2025-04-21,45032.9,Withdrawal
1886,328,2025-08-31,38547.93,Deposit
1887,681,2025-04-07,44249.42,Withdrawal
1888,515,2025-10-30,26827.79,Withdrawal
1889,231,2025-06-07,42966.92,Withdrawal
1890,775,2026-01-17,23249.31,Withdrawal
1891,161,2026-01-16,46203.14,Deposit
1892,410,2025-08-17,14491.55,Withdrawal
1893,782,2025-07-23,23254.67,Deposit
1894,700,2025-04-30,45373.32,Withdrawal
1895,595,2025-12-13,32689.9,Withdrawal
1896,421,2026-01-21,9524.86,Deposit
1897,634,2025-06-25,11287.21,Deposit
1898,614,2025-11-28,28572.18,Withdrawal
1899,969,2025-05-21,1239.4,Deposit
1900,171,2025-07-02,28508.38,Withdrawal
1901,701,2025-06-09,4639.23,Withdrawal
1902,24,2025-04-07,37173.97,Withdrawal
1903,566,2025-04-07,25615.64,Deposit
1904,871,2025-04-12,45669.02,Withdrawal
1905,378,2025-06-08,36180.7,Deposit
1906,180,2025-12-09,23661.23,Deposit
